# eta[dimensionless] P[GPa]
4.659028026200024541e+00 2.949388295450938244e+02
4.549005194003852282e+00 3.603430232922098071e+02
4.447923196955295921e+00 4.423923842781460962e+02
4.356580206799050892e+00 5.430150028008548588e+02
4.273517924077531838e+00 6.663813177994586567e+02
4.195834976957854678e+00 8.138462080516105743e+02
4.135665470216459028e+00 9.937539386432855508e+02
4.103540538715579444e+00 1.212325459077708729e+03
4.078979519682753185e+00 1.478736276673159864e+03
4.065613954292475185e+00 1.799552647527927093e+03
4.055640421957093622e+00 2.188452550229869757e+03
4.050959156076583412e+00 2.656913724539434497e+03
4.044316681208045772e+00 3.224371320631645176e+03
4.041422855354513288e+00 3.904008620198953849e+03
4.034316447249548077e+00 4.732448578164146966e+03
4.029771975019063035e+00 5.726767894931780575e+03
4.024965159855280028e+00 6.928250207799506825e+03
4.020851517391457186e+00 8.370296711171948118e+03
4.017234469695357468e+00 1.010773246709718660e+04
4.015376147893403136e+00 1.218725150433275121e+04
4.012961469486465482e+00 1.468804993920998822e+04
4.011352555010817333e+00 1.769021379840568625e+04
4.010088737130507397e+00 2.130374081653541725e+04
4.009554279403729993e+00 2.564287381099348931e+04
4.007809857115823604e+00 3.086231570503336479e+04
4.006592409362379925e+00 3.714252353580584168e+04
4.005414578224228528e+00 4.468517112756184360e+04
4.004685974143168181e+00 5.376124862096631114e+04
4.004131668702491709e+00 6.466497741122546722e+04
1.438579559731544499e+00 3.981071705535002003e-01
1.592699652377779662e+00 6.309573444801969133e-01
1.713983843596687429e+00 8.899850528583285181e-01
1.771558148728570758e+00 1.073600799656823090e+00
1.835533340851489781e+00 1.302689214813279373e+00
1.898870521487375784e+00 1.561169755814361348e+00
1.969992451222442043e+00 1.889859626813989779e+00
2.039536912792792922e+00 2.259763744509130756e+00
2.111263222963367436e+00 2.691597904063272928e+00
2.186599832251715725e+00 3.210963707357413099e+00
2.260426009706882677e+00 3.790464891752725940e+00
2.340481932329346648e+00 4.494358979148374900e+00
2.423434319018361816e+00 5.323222659493827003e+00
2.510974454687072033e+00 6.274703750703611860e+00
